antecedents,consequents,support,confidence,lift
"soda, lunch meat",butter,0.0667,0.4176,1.1351
"laundry detergent, ketchup",sandwich loaves,0.0623,0.3966,1.1351
"sugar, ice cream",sandwich loaves,0.0623,0.3966,1.1351
"laundry detergent, lunch meat",sandwich loaves,0.0623,0.3966,1.1351
"poultry, ketchup",beef,0.0702,0.4255,1.1351
"tortillas, pork",dishwashing liquid/detergent,0.065,0.4405,1.1351
"sandwich bags, all- purpose",hand soap,0.0562,0.3926,1.1351
"shampoo, flour",hand soap,0.0562,0.3926,1.1351
"soap, juice",cereals,0.0702,0.4494,1.1351
"toilet paper, ketchup",cereals,0.0702,0.4494,1.1351
"toilet paper, tortillas",cereals,0.0702,0.4494,1.1351
"toilet paper, dishwashing liquid/detergent",tortillas,0.0641,0.4195,1.1351
"coffee/tea, individual meals",tortillas,0.0641,0.4195,1.1351
"coffee/tea, dinner rolls",aluminum foil,0.0694,0.4365,1.135
"poultry, individual meals",sandwich bags,0.0711,0.4175,1.135
"beef, mixes",eggs,0.0641,0.4424,1.135
"ice cream, flour",eggs,0.0641,0.4424,1.135
"beef, all- purpose",eggs,0.0641,0.4424,1.135
"hand soap, flour",coffee/tea,0.0571,0.4305,1.1349
"butter, individual meals",ice cream,0.0667,0.4524,1.1349
"cheeses, ice cream",mixes,0.0764,0.4265,1.1349
"sugar, juice",laundry detergent,0.0615,0.4294,1.1349
"dishwashing liquid/detergent, hand soap",laundry detergent,0.0615,0.4294,1.1349
"ketchup, lunch meat",toilet paper,0.0615,0.4294,1.1349
"hand soap, lunch meat",laundry detergent,0.0615,0.4294,1.1349
"hand soap, individual meals",cereals,0.0623,0.4494,1.1349
"yogurt, lunch meat",poultry,0.0773,0.4783,1.1349
"soap, milk",shampoo,0.0676,0.4185,1.1349
"sugar, lunch meat",shampoo,0.0676,0.4185,1.1349
"soda, sandwich loaves",poultry,0.0676,0.4783,1.1349
"paper towels, milk",shampoo,0.0676,0.4185,1.1349
"pasta, pork",waffles,0.0597,0.4474,1.1349
"soap, eggs",waffles,0.0746,0.4474,1.1349
"yogurt, poultry",sandwich bags,0.0755,0.4175,1.1349
"cereals, poultry",butter,0.0755,0.4175,1.1349
"flour, dinner rolls",fruits,0.065,0.4205,1.1348
"waffles, mixes",fruits,0.065,0.4205,1.1348
"fruits, all- purpose",pork,0.0606,0.4035,1.1348
"milk, shampoo",laundry detergent,0.0641,0.4294,1.1348
"sandwich bags, waffles",all- purpose,0.0676,0.4254,1.1348
"sandwich bags, waffles",beef,0.0676,0.4254,1.1348
"waffles, flour",aluminum foil,0.0632,0.4364,1.1347
"pork, flour",yogurt,0.0632,0.4364,1.1347
"spaghetti sauce, hand soap",aluminum foil,0.0632,0.4364,1.1347
"spaghetti sauce, coffee/tea",aluminum foil,0.0632,0.4364,1.1347
"waffles, beef",dinner rolls,0.0694,0.4413,1.1347
"waffles, ice cream",individual meals,0.0737,0.4264,1.1347
"poultry, soda",mixes,0.0737,0.4264,1.1347
"cheeses, waffles",individual meals,0.0737,0.4264,1.1347
"soda, poultry",individual meals,0.0737,0.4264,1.1347
"paper towels, flour",soap,0.0597,0.4304,1.1347
"toilet paper, fruits",coffee/tea,0.0597,0.4304,1.1347
"cheeses, hand soap",soap,0.0597,0.4304,1.1347
"aluminum foil, hand soap",soap,0.0597,0.4304,1.1347
"individual meals, juice",laundry detergent,0.0667,0.4294,1.1347
"mixes, pork",laundry detergent,0.0667,0.4294,1.1347
"sandwich bags, yogurt",toilet paper,0.0667,0.4294,1.1347
"bagels, pork",toilet paper,0.0667,0.4294,1.1347
all- purpose,waffles,0.1677,0.4473,1.1347
waffles,all- purpose,0.1677,0.4254,1.1347
"poultry, beef",cheeses,0.0755,0.4433,1.1346
flour,coffee/tea,0.1519,0.4303,1.1346
coffee/tea,flour,0.1519,0.4005,1.1346
"poultry, coffee/tea",ice cream,0.079,0.4523,1.1346
ice cream,sandwich loaves,0.158,0.3965,1.1346
sandwich loaves,ice cream,0.158,0.4523,1.1346
"yogurt, sandwich loaves",lunch meat,0.0685,0.4483,1.1346
"yogurt, lunch meat",toilet paper,0.0694,0.4293,1.1346
"cereals, fruits",laundry detergent,0.0694,0.4293,1.1346
"paper towels, milk",laundry detergent,0.0694,0.4293,1.1346
"soda, aluminum foil",laundry detergent,0.0694,0.4293,1.1346
"sugar, butter",fruits,0.0579,0.4204,1.1346
"soda, laundry detergent",hand soap,0.0641,0.3925,1.1346
"hand soap, sandwich loaves",paper towels,0.0571,0.4114,1.1346
"bagels, dishwashing liquid/detergent",laundry detergent,0.072,0.4293,1.1346
"fruits, flour",ice cream,0.0623,0.4522,1.1346
"waffles, individual meals",pasta,0.0658,0.4213,1.1346
"toilet paper, ketchup",pasta,0.0658,0.4213,1.1346
"bagels, beef",ketchup,0.0658,0.4213,1.1346
"sandwich bags, beef",pasta,0.0658,0.4213,1.1346
"paper towels, waffles",ketchup,0.0658,0.4213,1.1346
"soda, laundry detergent",tortillas,0.0685,0.4194,1.1345
"spaghetti sauce, hand soap",soap,0.0623,0.4303,1.1345
"sandwich bags, bagels",pork,0.0623,0.4034,1.1345
"laundry detergent, all- purpose",cheeses,0.072,0.4432,1.1345
"ice cream, individual meals",soda,0.072,0.4432,1.1345
"sugar, soda",cheeses,0.072,0.4432,1.1345
"aluminum foil, individual meals",soda,0.072,0.4432,1.1345
"butter, ketchup",spaghetti sauce,0.0606,0.4233,1.1345
"sugar, juice",spaghetti sauce,0.0606,0.4233,1.1345
"pasta, dinner rolls",ketchup,0.0729,0.4213,1.1345
"toilet paper, lunch meat",cereals,0.0737,0.4492,1.1344
"beef, tortillas",waffles,0.0632,0.4472,1.1344
ketchup,paper towels,0.1528,0.4113,1.1344
paper towels,ketchup,0.1528,0.4213,1.1344
"ketchup, sandwich loaves",all- purpose,0.065,0.4253,1.1344
soap,pasta,0.1598,0.4213,1.1344
pasta,soap,0.1598,0.4303,1.1344
"spaghetti sauce, laundry detergent",dishwashing liquid/detergent,0.0711,0.4402,1.1344
"eggs, pasta",sugar,0.0694,0.4093,1.1344
"sandwich bags, bagels",soda,0.0685,0.4432,1.1343
"coffee/tea, tortillas",cheeses,0.0685,0.4432,1.1343
"paper towels, individual meals",soda,0.0685,0.4432,1.1343
"ketchup, all- purpose",cheeses,0.0685,0.4432,1.1343
"toilet paper, butter",cheeses,0.0685,0.4432,1.1343
"paper towels, cheeses",coffee/tea,0.065,0.4302,1.1343
"eggs, pork",soap,0.065,0.4302,1.1343
"sandwich bags, aluminum foil",soap,0.065,0.4302,1.1343
"soap, individual meals",poultry,0.0764,0.478,1.1343
"toilet paper, ice cream",poultry,0.0764,0.478,1.1343
"yogurt, spaghetti sauce",poultry,0.0764,0.478,1.1343
"cheeses, ketchup",individual meals,0.0685,0.4262,1.1343
"cheeses, individual meals",mixes,0.0685,0.4262,1.1343
"paper towels, soda",individual meals,0.0685,0.4262,1.1343
"soap, spaghetti sauce",individual meals,0.0685,0.4262,1.1343
cheeses,toilet paper,0.1677,0.4292,1.1343
toilet paper,cheeses,0.1677,0.4432,1.1343
"fruits, sandwich loaves",poultry,0.0667,0.478,1.1342
"milk, lunch meat",bagels,0.0702,0.4372,1.1342
"lunch meat, sandwich loaves",cereals,0.0658,0.4491,1.1342
"coffee/tea, all- purpose",cheeses,0.065,0.4431,1.1342
"aluminum foil, pasta",coffee/tea,0.0676,0.4302,1.1342
"soap, spaghetti sauce",lunch meat,0.072,0.4481,1.1342
"yogurt, coffee/tea",lunch meat,0.072,0.4481,1.1342
"paper towels, soda",lunch meat,0.072,0.4481,1.1342
paper towels,soda,0.1607,0.4431,1.1341
soda,paper towels,0.1607,0.4112,1.1341
"cereals, milk",tortillas,0.0729,0.4192,1.1341
"sandwich bags, shampoo",milk,0.0632,0.4311,1.1341
"aluminum foil, pork",milk,0.0632,0.4311,1.1341
paper towels,individual meals,0.1545,0.4262,1.1341
individual meals,paper towels,0.1545,0.4112,1.1341
"eggs, flour",waffles,0.0667,0.4471,1.1341
"ice cream, flour",shampoo,0.0606,0.4182,1.1341
"beef, flour",lunch meat,0.0606,0.4481,1.1341
"beef, pasta",all- purpose,0.0623,0.4251,1.1341
"laundry detergent, hand soap",sandwich bags,0.0597,0.4172,1.134
"ice cream, hand soap",sandwich bags,0.0597,0.4172,1.134
"toilet paper, butter",individual meals,0.0658,0.4261,1.134
"spaghetti sauce, dishwashing liquid/detergent",tortillas,0.0615,0.4192,1.134
"cheeses, fruits",coffee/tea,0.0702,0.4301,1.134
"paper towels, juice",hand soap,0.0623,0.3923,1.134
"sandwich bags, soap",hand soap,0.0623,0.3923,1.134
"dishwashing liquid/detergent, aluminum foil",hand soap,0.0623,0.3923,1.134
"tortillas, eggs",hand soap,0.0623,0.3923,1.134
"soda, coffee/tea",hand soap,0.0623,0.3923,1.134
"hand soap, individual meals",cheeses,0.0615,0.443,1.134
"toilet paper, hand soap",cheeses,0.0615,0.443,1.134
"ketchup, hand soap",cheeses,0.0615,0.443,1.134
"aluminum foil, hand soap",cheeses,0.0615,0.443,1.134
"laundry detergent, pasta",sandwich bags,0.0641,0.4171,1.134
"hand soap, dinner rolls",sandwich bags,0.0641,0.4171,1.134
"beef, ketchup",ice cream,0.0702,0.452,1.1339
"sandwich bags, yogurt",ice cream,0.0702,0.452,1.1339
"cereals, ketchup",fruits,0.0623,0.4201,1.1339
"soap, shampoo",aluminum foil,0.0658,0.436,1.1339
"sugar, pasta",yogurt,0.0658,0.436,1.1339
"cereals, beef",juice,0.072,0.4271,1.1339
bagels,pork,0.1554,0.4032,1.1339
pork,bagels,0.1554,0.437,1.1339
"waffles, spaghetti sauce",butter,0.0685,0.4171,1.1339
"cereals, dishwashing liquid/detergent",coffee/tea,0.0729,0.4301,1.1339
dishwashing liquid/detergent,lunch meat,0.1738,0.448,1.1338
"pork, sandwich loaves",dishwashing liquid/detergent,0.0579,0.44,1.1338
lunch meat,dishwashing liquid/detergent,0.1738,0.44,1.1338
"sandwich bags, sugar",dishwashing liquid/detergent,0.0579,0.44,1.1338
"butter, sandwich loaves",dinner rolls,0.0623,0.441,1.1338
"shampoo, aluminum foil",eggs,0.0702,0.442,1.1338
"cereals, shampoo",eggs,0.0702,0.442,1.1338
"cereals, eggs",butter,0.0729,0.4171,1.1338
"sugar, beef",shampoo,0.065,0.4181,1.1338
"beef, ketchup",shampoo,0.065,0.4181,1.1338
"coffee/tea, pork",individual meals,0.0632,0.426,1.1338
"fruits, all- purpose",pasta,0.0632,0.4211,1.1338
"bagels, all- purpose",pasta,0.0632,0.4211,1.1338
"cereals, butter",pasta,0.0632,0.4211,1.1338
"spaghetti sauce, butter",pasta,0.0632,0.4211,1.1338
"waffles, dishwashing liquid/detergent",coffee/tea,0.0755,0.43,1.1337
"fruits, yogurt",poultry,0.0755,0.4778,1.1337
"paper towels, mixes",poultry,0.0755,0.4778,1.1337
"milk, eggs",lunch meat,0.0755,0.4479,1.1337
"ice cream, pork",all- purpose,0.0597,0.425,1.1337
"fruits, shampoo",all- purpose,0.0597,0.425,1.1337
"poultry, aluminum foil",all- purpose,0.0746,0.425,1.1337
"flour, dinner rolls",cereals,0.0694,0.4489,1.1336
"sugar, juice",paper towels,0.0588,0.411,1.1336
mixes,bagels,0.1642,0.4369,1.1336
bagels,mixes,0.1642,0.426,1.1336
"yogurt, shampoo",milk,0.0685,0.4309,1.1336
"sandwich bags, soap",milk,0.0685,0.4309,1.1336
"ice cream, laundry detergent",milk,0.0685,0.4309,1.1336
"laundry detergent, ketchup",tortillas,0.0658,0.419,1.1336
"cheeses, poultry",bagels,0.079,0.4369,1.1335
"soap, flour",eggs,0.0667,0.4419,1.1335
"shampoo, ketchup",eggs,0.0667,0.4419,1.1335
"cheeses, fruits",dinner rolls,0.072,0.4409,1.1335
"beef, sandwich loaves",mixes,0.0606,0.4259,1.1335
"all- purpose, sandwich loaves",mixes,0.0606,0.4259,1.1335
"spaghetti sauce, pork",individual meals,0.0606,0.4259,1.1335
"bagels, individual meals",waffles,0.0737,0.4468,1.1334
"paper towels, fruits",juice,0.0641,0.4269,1.1334
"fruits, ice cream",milk,0.0711,0.4309,1.1333
"sandwich bags, soda",flour,0.065,0.4,1.1333
"laundry detergent, all- purpose",flour,0.065,0.4,1.1333
"aluminum foil, individual meals",flour,0.065,0.4,1.1333
"cereals, soap",flour,0.065,0.4,1.1333
"waffles, tortillas",flour,0.0597,0.4,1.1333
"toilet paper, sandwich bags",flour,0.0579,0.4,1.1333
"ice cream, sandwich loaves",flour,0.0632,0.4,1.1333
"mixes, individual meals",flour,0.0597,0.4,1.1333
"soap, eggs",flour,0.0667,0.4,1.1333
"sandwich bags, butter",flour,0.0615,0.4,1.1333
"sandwich bags, dishwashing liquid/detergent",flour,0.0615,0.4,1.1333
"paper towels, bagels",flour,0.0615,0.4,1.1333
"eggs, individual meals",flour,0.0615,0.4,1.1333
"cereals, coffee/tea",all- purpose,0.072,0.4249,1.1333
"pasta, pork",dinner rolls,0.0588,0.4408,1.1333
"cheeses, toilet paper",dishwashing liquid/detergent,0.0737,0.4398,1.1333
"tortillas, eggs",fruits,0.0667,0.4199,1.1333
"soda, coffee/tea",fruits,0.0667,0.4199,1.1333
"dishwashing liquid/detergent, individual meals",fruits,0.0667,0.4199,1.1333
"laundry detergent, shampoo",spaghetti sauce,0.065,0.4229,1.1333
"sandwich bags, butter",spaghetti sauce,0.065,0.4229,1.1333
"toilet paper, individual meals",bagels,0.0667,0.4368,1.1332
"yogurt, sandwich loaves",bagels,0.0667,0.4368,1.1332
"ketchup, sandwich loaves",bagels,0.0667,0.4368,1.1332
"fruits, sugar",dishwashing liquid/detergent,0.0641,0.4398,1.1332
"yogurt, poultry",eggs,0.0799,0.4417,1.1332
beef,sandwich bags,0.1563,0.4169,1.1332
sandwich bags,beef,0.1563,0.4248,1.1332
"bagels, poultry",tortillas,0.0702,0.4188,1.1332
"waffles, beef",yogurt,0.0685,0.4358,1.1332
lunch meat,sugar,0.1615,0.4089,1.1331
sugar,lunch meat,0.1615,0.4477,1.1331
"hand soap, lunch meat",eggs,0.0632,0.4417,1.1331
"laundry detergent, hand soap",eggs,0.0632,0.4417,1.1331
"sugar, juice",eggs,0.0632,0.4417,1.1331
"lunch meat, flour",poultry,0.0746,0.4775,1.1331
"cereals, juice",poultry,0.0746,0.4775,1.1331
"poultry, laundry detergent",hand soap,0.0685,0.392,1.1331
pasta,ketchup,0.1563,0.4208,1.1331
ketchup,pasta,0.1563,0.4208,1.1331
"butter, hand soap",waffles,0.0588,0.4467,1.1331
"toilet paper, soda",cereals,0.0729,0.4486,1.1331
"sandwich bags, soda",cereals,0.0729,0.4486,1.1331
"cheeses, soap",cereals,0.0729,0.4486,1.1331
"sugar, ketchup",bagels,0.0606,0.4367,1.1331
"yogurt, aluminum foil",ketchup,0.0746,0.4208,1.1331
"dishwashing liquid/detergent, laundry detergent",ice cream,0.0737,0.4516,1.133
"fruits, lunch meat",ice cream,0.0737,0.4516,1.133
"ketchup, juice",pasta,0.0676,0.4208,1.133
"cereals, waffles",ketchup,0.0676,0.4208,1.133
"cheeses, mixes",all- purpose,0.0694,0.4247,1.1329
"spaghetti sauce, pork",fruits,0.0597,0.4198,1.1329
"paper towels, sandwich loaves",sugar,0.0571,0.4088,1.1329
"soda, eggs",bagels,0.0817,0.4366,1.1328
"hand soap, individual meals",shampoo,0.0579,0.4177,1.1328
pasta,ice cream,0.1677,0.4515,1.1328
ice cream,pasta,0.1677,0.4207,1.1328
"waffles, dinner rolls",fruits,0.0711,0.4197,1.1328
"cereals, coffee/tea",fruits,0.0711,0.4197,1.1328
"coffee/tea, hand soap",waffles,0.0623,0.4465,1.1328
"poultry, shampoo",individual meals,0.0729,0.4256,1.1327
"dishwashing liquid/detergent, hand soap",aluminum foil,0.0623,0.4356,1.1327
"hand soap, lunch meat",aluminum foil,0.0623,0.4356,1.1327
"sandwich bags, all- purpose",aluminum foil,0.0623,0.4356,1.1327
"soap, beef",dishwashing liquid/detergent,0.0702,0.4396,1.1327
"soap, individual meals",dishwashing liquid/detergent,0.0702,0.4396,1.1327
"cheeses, beef",dishwashing liquid/detergent,0.0702,0.4396,1.1327
"spaghetti sauce, pasta",dishwashing liquid/detergent,0.0702,0.4396,1.1327
"soda, coffee/tea",lunch meat,0.0711,0.4475,1.1327
"cereals, tortillas",lunch meat,0.0711,0.4475,1.1327
"beef, individual meals",paper towels,0.0606,0.4107,1.1327
"butter, individual meals",paper towels,0.0606,0.4107,1.1327
"soda, shampoo",hand soap,0.0588,0.3918,1.1327
"toilet paper, laundry detergent",soda,0.0676,0.4425,1.1327
"ice cream, soda",sandwich bags,0.0702,0.4167,1.1327
"bagels, lunch meat",sandwich bags,0.0658,0.4167,1.1327
"soap, sandwich loaves",sandwich bags,0.0658,0.4167,1.1327
"spaghetti sauce, individual meals",butter,0.0658,0.4167,1.1327
"milk, spaghetti sauce",sandwich bags,0.0658,0.4167,1.1327
"aluminum foil, ketchup",sandwich bags,0.0658,0.4167,1.1327
"paper towels, mixes",butter,0.0658,0.4167,1.1327
"sandwich bags, milk",butter,0.0658,0.4167,1.1327
"soda, all- purpose",shampoo,0.0623,0.4176,1.1326
"mixes, individual meals",shampoo,0.0623,0.4176,1.1326
"beef, individual meals",laundry detergent,0.0632,0.4286,1.1326
"soap, hand soap",toilet paper,0.0579,0.4286,1.1326
"cheeses, yogurt",laundry detergent,0.0737,0.4286,1.1326
"mixes, sandwich loaves",toilet paper,0.0632,0.4286,1.1326
"milk, poultry",toilet paper,0.0764,0.4286,1.1326
"tortillas, pork",laundry detergent,0.0632,0.4286,1.1326
"beef, individual meals",toilet paper,0.0632,0.4286,1.1326
"paper towels, eggs",laundry detergent,0.0711,0.4286,1.1326
"cheeses, butter",toilet paper,0.0685,0.4286,1.1326
"toilet paper, aluminum foil",laundry detergent,0.0685,0.4286,1.1326
"cheeses, pasta",toilet paper,0.0685,0.4286,1.1326
"toilet paper, all- purpose",laundry detergent,0.0658,0.4286,1.1326
"soda, sandwich loaves",toilet paper,0.0606,0.4286,1.1326
"aluminum foil, dinner rolls",laundry detergent,0.0711,0.4286,1.1326
"shampoo, lunch meat",laundry detergent,0.0685,0.4286,1.1326
"cheeses, flour",laundry detergent,0.0685,0.4286,1.1326
"dishwashing liquid/detergent, coffee/tea",laundry detergent,0.0658,0.4286,1.1326
"individual meals, sandwich loaves",toilet paper,0.0685,0.4286,1.1326
"paper towels, eggs",toilet paper,0.0711,0.4286,1.1326
"sandwich bags, fruits",ice cream,0.0694,0.4514,1.1325
"juice, dinner rolls",beef,0.0667,0.4246,1.1325
"yogurt, flour",beef,0.0667,0.4246,1.1325
"aluminum foil, all- purpose",beef,0.0667,0.4246,1.1325
"waffles, mixes",poultry,0.0737,0.4773,1.1325
"sugar, eggs",tortillas,0.0632,0.4186,1.1325
"soap, mixes",dinner rolls,0.065,0.4405,1.1325
"mixes, sandwich loaves",dinner rolls,0.065,0.4405,1.1325
"butter, juice",waffles,0.0658,0.4464,1.1325
"sugar, tortillas",waffles,0.0658,0.4464,1.1325
"soap, all- purpose",yogurt,0.0711,0.4355,1.1325
"toilet paper, bagels",yogurt,0.0711,0.4355,1.1325
"dishwashing liquid/detergent, laundry detergent",aluminum foil,0.0711,0.4355,1.1325
"spaghetti sauce, pasta",shampoo,0.0667,0.4176,1.1324
"sugar, waffles",shampoo,0.0667,0.4176,1.1324
"soap, beef",shampoo,0.0667,0.4176,1.1324
"soda, lunch meat",shampoo,0.0667,0.4176,1.1324
"toilet paper, ice cream",shampoo,0.0667,0.4176,1.1324
"sandwich bags, waffles",bagels,0.0694,0.4365,1.1324
"paper towels, poultry",bagels,0.0694,0.4365,1.1324
"cheeses, tortillas",soda,0.0641,0.4424,1.1324
"sandwich bags, dinner rolls",fruits,0.0641,0.4195,1.1324
"sandwich bags, laundry detergent",sugar,0.0667,0.4086,1.1324
"poultry, sandwich loaves",sugar,0.0667,0.4086,1.1324
"hand soap, flour",milk,0.0571,0.4305,1.1323
"poultry, shampoo",ketchup,0.072,0.4205,1.1323
"toilet paper, poultry",ketchup,0.072,0.4205,1.1323
"spaghetti sauce, poultry",ketchup,0.072,0.4205,1.1323
"cheeses, ice cream",juice,0.0764,0.4265,1.1323
"milk, soda",poultry,0.0825,0.4772,1.1323
"soap, waffles",poultry,0.0825,0.4772,1.1323
cheeses,spaghetti sauce,0.1651,0.4225,1.1322
spaghetti sauce,cheeses,0.1651,0.4424,1.1322
"all- purpose, dinner rolls",waffles,0.0694,0.4463,1.1322
"poultry, pork",spaghetti sauce,0.0694,0.4225,1.1322
"cereals, dinner rolls",ice cream,0.0773,0.4513,1.1322
"laundry detergent, ketchup",eggs,0.0694,0.4413,1.1322
"waffles, juice",paper towels,0.0685,0.4105,1.1322
"poultry, pasta",tortillas,0.0676,0.4185,1.1322
"waffles, ketchup",tortillas,0.0676,0.4185,1.1322
"individual meals, dinner rolls",coffee/tea,0.0641,0.4294,1.1322
"tortillas, shampoo",poultry,0.0641,0.4771,1.1322
"toilet paper, pasta",coffee/tea,0.0641,0.4294,1.1322
"beef, dinner rolls",ketchup,0.065,0.4205,1.1321
"waffles, bagels",sandwich loaves,0.0632,0.3956,1.1321
"cheeses, pasta",sandwich loaves,0.0632,0.3956,1.1321
"coffee/tea, aluminum foil",mixes,0.0676,0.4254,1.1321
"paper towels, poultry",individual meals,0.0676,0.4254,1.1321
"ice cream, laundry detergent",mixes,0.0676,0.4254,1.1321
"sandwich bags, waffles",mixes,0.0676,0.4254,1.1321
"bagels, pork",coffee/tea,0.0667,0.4294,1.1321
"sandwich bags, mixes",soap,0.0667,0.4294,1.1321
"paper towels, beef",soap,0.0667,0.4294,1.1321
"toilet paper, sugar",dishwashing liquid/detergent,0.0667,0.4393,1.1321
"laundry detergent, individual meals",dishwashing liquid/detergent,0.0667,0.4393,1.1321
"dishwashing liquid/detergent, mixes",all- purpose,0.0764,0.4244,1.132
"dishwashing liquid/detergent, mixes",beef,0.0764,0.4244,1.132
"sugar, flour",ice cream,0.065,0.4512,1.132
flour,mixes,0.1501,0.4254,1.132
mixes,flour,0.1501,0.3995,1.132
"yogurt, lunch meat",soap,0.0694,0.4293,1.132
ketchup,flour,0.1484,0.3995,1.132
flour,pasta,0.1484,0.4204,1.132
flour,ketchup,0.1484,0.4204,1.132
pasta,flour,0.1484,0.3995,1.132
"milk, flour",hand soap,0.0571,0.3916,1.132
"sandwich bags, eggs",hand soap,0.0571,0.3916,1.132
"coffee/tea, sandwich loaves",hand soap,0.0571,0.3916,1.132
"laundry detergent, flour",hand soap,0.0571,0.3916,1.132
"lunch meat, pork",aluminum foil,0.065,0.4353,1.132
"yogurt, all- purpose",coffee/tea,0.072,0.4293,1.1319
"waffles, all- purpose",coffee/tea,0.072,0.4293,1.1319
"spaghetti sauce, soda",coffee/tea,0.072,0.4293,1.1319
"fruits, butter",spaghetti sauce,0.0597,0.4224,1.1319
eggs,cereals,0.1747,0.4482,1.1319
cereals,eggs,0.1747,0.4412,1.1319
"ketchup, sandwich loaves",poultry,0.0729,0.477,1.1319
"toilet paper, laundry detergent",poultry,0.0729,0.477,1.1319
"bagels, laundry detergent",poultry,0.0729,0.477,1.1319
"yogurt, ketchup",poultry,0.0729,0.477,1.1319
"beef, mixes",milk,0.0623,0.4303,1.1319
"cheeses, tortillas",milk,0.0623,0.4303,1.1319
"paper towels, eggs",hand soap,0.065,0.3915,1.1319
"dishwashing liquid/detergent, lunch meat",soap,0.0746,0.4293,1.1319
"waffles, yogurt",soap,0.0746,0.4293,1.1319
"lunch meat, juice",dinner rolls,0.0711,0.4402,1.1318
"yogurt, poultry",spaghetti sauce,0.0764,0.4223,1.1318
"laundry detergent, individual meals",paper towels,0.0623,0.4104,1.1318
"milk, tortillas",paper towels,0.0623,0.4104,1.1318
"dishwashing liquid/detergent, ketchup",sandwich loaves,0.0615,0.3955,1.1318
"all- purpose, dinner rolls",sandwich loaves,0.0615,0.3955,1.1318
"toilet paper, laundry detergent",mixes,0.065,0.4253,1.1318
